CH0:142   CH1:142   CH2:142   CH3:142   CH4:142   CH5:142   CH6:142   CH7:142  
CH0:142   CH1:142   CH2:142   CH3:142   CH4:142   CH5:142   CH6:142   CH7:142  
CH0:142   CH1:142   CH2:142   CH3:142   CH4:142   CH5:142   CH6:142   CH7:142  
CH0:142   CH1:142   CH2:142   CH3:142   CH4:142   CH5:142   CH6:142   CH7:142  
CH0:142   CH1:142   CH2:142   CH3:142   CH4:142   CH5:142   CH6:142   CH7:142  
CH0:142   CH1:142   CH2:142   CH3:142   CH4:142   CH5:142   CH6:142   CH7:142  
CH0:142   CH1:142   CH2:142   CH3:142   CH4:142   CH5:142   CH6:142   CH7:142  
CH0:142   CH1:142   CH2:142   CH3:142   CH4:142   CH5:142   CH6:142   CH7:142  
CH0:142   CH1:142   CH2:142   CH3:142   CH4:142   CH5:142   CH6:142   CH7:142  
CH0:142   CH1:142   CH2:142   CH3:142   CH4:142   CH5:142   CH6:142   CH7:142  
CH0:142   CH1:142   CH2:142   CH3:142   CH4:142   CH5:142   CH6:142   CH7:142  
CH0:142   CH1:142   CH2:142   CH3:142   CH4:142   CH5:142   CH6:142   CH7:142  
CH0:142   CH1:142   CH2:142   CH3:142   CH4:142   CH5:142   CH6:142   CH7:142  
CH0:142   CH1:142   CH2:142   CH3:142   CH4:142   CH5:142   CH6:142   CH7:142  
CH0:142   CH1:142   CH2:142   CH3:142   CH4:142   CH5:142   CH6:142   CH7:142  
CH0:142   CH1:142   CH2:142   CH3:142   CH4:142   CH5:142   CH6:142   CH7:142  
CH0:142   CH1:142   CH2:142   CH3:142   CH4:142   CH5:142   CH6:142   CH7:142  
CH0:142   CH1:142   CH2:142   CH3:142   CH4:142   CH5:142   CH6:142   CH7:142  
CH0:142   CH1:142   CH2:142   CH3:142   CH4:142   CH5:142   CH6:142   CH7:142  
CH0:142   CH1:142   CH2:142   CH3:142   CH4:142   CH5:142   CH6:142   CH7:142  
CH0:142   CH1:142   CH2:142   CH3:142   CH4:142   CH5:142   CH6:142   CH7:142  
CH0:142   CH1:142   CH2:142   CH3:142   CH4:142   CH5:142   CH6:142   CH7:142  
CH0:142   CH1:142   CH2:142   CH3:142   CH4:142   CH5:142   CH6:142   CH7:142  
CH0:142   CH1:142   CH2:142   CH3:142   CH4:142   CH5:142   CH6:142   CH7:142  
CH0:142   CH1:142   CH2:142   CH3:142   CH4:142   CH5:142   CH6:142   CH7:142  
CH0:142   CH1:142   CH2:142   CH3:142   CH4:142   CH5:142   CH6:142   CH7:142  
CH0:142   CH1:142   CH2:142   CH3:142   CH4:142   CH5:142   CH6:142   CH7:142  
CH0:142   CH1:142   CH2:142   CH3:142   CH4:142   CH5:142   CH6:142   CH7:142  
CH0:142   CH1:142   CH2:142   CH3:142   CH4:142   CH5:142   CH6:142   CH7:142  
CH0:142   CH1:142   CH2:142   CH3:142   CH4:142   CH5:142   CH6:142   CH7:142  
CH0:142   CH1:142   CH2:142   CH3:142   CH4:142   CH5:142   CH6:142   CH7:142  
CH0:142   CH1:142   CH2:142   CH3:142   CH4:142   CH5:142   CH6:142   CH7:142  
CH0:142   CH1:142   CH2:142   CH3:142   CH4:142   CH5:142   CH6:142   CH7:142  
CH0:142   CH1:142   CH2:142   CH3:142   CH4:142   CH5:142   CH6:142   CH7:142  
CH0:142   CH1:142   CH2:142   CH3:142   CH4:142   CH5:142   CH6:142   CH7:142  
CH0:142   CH1:142   CH2:142   CH3:142   CH4:142   CH5:142   CH6:142   CH7:142  
CH0:255   CH1:255   CH2:255   CH3:255   CH4:255   CH5:255   CH6:255   CH7:255  
CH0:255   CH1:255   CH2:255   CH3:255   CH4:255   CH5:255   CH6:255   CH7:255  
CH0:255   CH1:255   CH2:255   CH3:255   CH4:255   CH5:255   CH6:255   CH7:255  
CH0:255   CH1:255   CH2:255   CH3:255   CH4:255   CH5:255   CH6:255   CH7:255  
CH0:255   CH1:255   CH2:255   CH3:255   CH4:255   CH5:255   CH6:255   CH7:255  
CH0:255   CH1:255   CH2:255   CH3:255   CH4:255   CH5:255   CH6:255   CH7:255  
CH0:255   CH1:255   CH2:255   CH3:255   CH4:255   CH5:255   CH6:255   CH7:255  
CH0:255   CH1:255   CH2:255   CH3:255   CH4:255   CH5:255   CH6:255   CH7:255  
CH0:255   CH1:255   CH2:255   CH3:255   CH4:255   CH5:255   CH6:255   CH7:255  
CH0:255   CH1:255   CH2:255   CH3:255   CH4:255   CH5:255   CH6:255   CH7:255  
CH0:255   CH1:255   CH2:255   CH3:255   CH4:255   CH5:255   CH6:255   CH7:255  
CH0:255   CH1:255   CH2:255   CH3:255   CH4:255   CH5:255   CH6:255   CH7:255  
CH0:255   CH1:255   CH2:255   CH3:255   CH4:255   CH5:255   CH6:255   CH7:255  
CH0:255   CH1:255   CH2:255   CH3:255   CH4:255   CH5:255   CH6:255   CH7:255  
CH0:255   CH1:255   CH2:255   CH3:255   CH4:255   CH5:255   CH6:255   CH7:255  
CH0:255   CH1:255   CH2:255   CH3:255   CH4:255   CH5:255   CH6:255   CH7:255  
CH0:255   CH1:255   CH2:255   CH3:255   CH4:255   CH5:255   CH6:255   CH7:255  
CH0:255   CH1:255   CH2:255   CH3:255   CH4:255   CH5:255   CH6:255   CH7:255  
CH0:255   CH1:255   CH2:255   CH3:255   CH4:255   CH5:255   CH6:255   CH7:255  
CH0:255   CH1:255   CH2:255   CH3:255   CH4:255   CH5:255   CH6:255   CH7:255  
CH0:255   CH1:255   CH2:255   CH3:255   CH4:255   CH5:255   CH6:255   CH7:255  
CH0:255   CH1:255   CH2:255   CH3:255   CH4:255   CH5:255   CH6:255   CH7:255  
CH0:255   CH1:255   CH2:255   CH3:255   CH4:255   CH5:255   CH6:255   CH7:255  
CH0:255   CH1:255   CH2:255   CH3:255   CH4:255   CH5:255   CH6:255   CH7:255  
CH0:255   CH1:255   CH2:255   CH3:255   CH4:255   CH5:255   CH6:255   CH7:255  
CH0:255   CH1:255   CH2:255   CH3:255   CH4:255   CH5:255   CH6:255   CH7:255  
CH0:255   CH1:255   CH2:255   CH3:255   CH4:255   CH5:255   CH6:255   CH7:255  
CH0:255   CH1:255   CH2:255   CH3:255   CH4:255   CH5:255   CH6:255   CH7:255  
CH0:130   CH1:109   CH2:102   CH3:100   CH4:000   CH5:026   CH6:000   CH7:174  
CH0:130   CH1:109   CH2:101   CH3:100   CH4:000   CH5:026   CH6:000   CH7:174  
CH0:130   CH1:109   CH2:101   CH3:100   CH4:000   CH5:026   CH6:000   CH7:174  
CH0:131   CH1:109   CH2:102   CH3:100   CH4:000   CH5:026   CH6:000   CH7:174  
CH0:130   CH1:109   CH2:101   CH3:100   CH4:000   CH5:026   CH6:000   CH7:174  
CH0:130   CH1:109   CH2:101   CH3:100   CH4:000   CH5:026   CH6:000   CH7:175  
CH0:131   CH1:109   CH2:101   CH3:100   CH4:000   CH5:026   CH6:000   CH7:175  
CH0:131   CH1:109   CH2:101   CH3:100   CH4:000   CH5:026   CH6:000   CH7:174  
CH0:131   CH1:109   CH2:101   CH3:100   CH4:000   CH5:026   CH6:000   CH7:174  
CH0:130   CH1:109   CH2:102   CH3:100   CH4:000   CH5:026   CH6:000   CH7:174  
CH0:130   CH1:146   CH2:150   CH3:153   CH4:000   CH5:026   CH6:000   CH7:175  
CH0:131   CH1:146   CH2:149   CH3:150   CH4:000   CH5:026   CH6:000   CH7:175  
CH0:131   CH1:146   CH2:149   CH3:150   CH4:000   CH5:026   CH6:000   CH7:174  
CH0:130   CH1:146   CH2:149   CH3:150   CH4:000   CH5:034   CH6:000   CH7:174  
CH0:130   CH1:146   CH2:149   CH3:150   CH4:000   CH5:042   CH6:000   CH7:175  
CH0:131   CH1:146   CH2:149   CH3:150   CH4:000   CH5:059   CH6:000   CH7:174  
CH0:131   CH1:146   CH2:149   CH3:150   CH4:000   CH5:054   CH6:002   CH7:046  
CH0:131   CH1:146   CH2:149   CH3:150   CH4:000   CH5:054   CH6:002   CH7:046  
CH0:131   CH1:146   CH2:149   CH3:150   CH4:000   CH5:054   CH6:002   CH7:046  
CH0:131   CH1:146   CH2:149   CH3:150   CH4:000   CH5:054   CH6:002   CH7:046  
CH0:131   CH1:146   CH2:149   CH3:150   CH4:000   CH5:054   CH6:002   CH7:046  
CH0:131   CH1:146   CH2:149   CH3:150   CH4:000   CH5:054   CH6:002   CH7:046  
CH0:131   CH1:146   CH2:149   CH3:150   CH4:000   CH5:054   CH6:002   CH7:046  
CH0:131   CH1:146   CH2:149   CH3:150   CH4:000   CH5:054   CH6:002   CH7:046  
CH0:131   CH1:146   CH2:149   CH3:150   CH4:000   CH5:054   CH6:002   CH7:046  
CH0:131   CH1:146   CH2:149   CH3:150   CH4:000   CH5:054   CH6:002   CH7:046  
CH0:131   CH1:146   CH2:149   CH3:150   CH4:000   CH5:054   CH6:002   CH7:046  
CH0:131   CH1:146   CH2:149   CH3:150   CH4:000   CH5:054   CH6:002   CH7:046  
CH0:131   CH1:146   CH2:149   CH3:150   CH4:000   CH5:054   CH6:002   CH7:046  
CH0:131   CH1:146   CH2:149   CH3:150   CH4:000   CH5:054   CH6:002   CH7:046  
CH0:131   CH1:146   CH2:149   CH3:150   CH4:000   CH5:054   CH6:002   CH7:046  
CH0:131   CH1:146   CH2:149   CH3:150   CH4:000   CH5:054   CH6:002   CH7:046  
CH0:131   CH1:146   CH2:149   CH3:150   CH4:000   CH5:054   CH6:002   CH7:046  
CH0:131   CH1:146   CH2:149   CH3:150   CH4:000   CH5:054   CH6:002   CH7:046  
CH0:131   CH1:146   CH2:149   CH3:150   CH4:000   CH5:054   CH6:002   CH7:046  
CH0:131   CH1:146   CH2:149   CH3:150   CH4:000   CH5:054   CH6:002   CH7:046  
CH0:131   CH1:146   CH2:149   CH3:150   CH4:000   CH5:054   CH6:002   CH7:046  
CH0:131   CH1:146   CH2:149   CH3:150   CH4:000   CH5:054   CH6:002   CH7:046  
CH0:131   CH1:146   CH2:149   CH3:150   CH4:000   CH5:054   CH6:002   CH7:046  
CH0:131   CH1:146   CH2:149   CH3:150   CH4:000   CH5:054   CH6:002   CH7:046  
CH0:131   CH1:146   CH2:149   CH3:150   CH4:000   CH5:054   CH6:002   CH7:046  
CH0:131   CH1:146   CH2:149   CH3:150   CH4:000   CH5:054   CH6:002   CH7:046  
CH0:131   CH1:146   CH2:149   CH3:150   CH4:000   CH5:054   CH6:002   CH7:046  
CH0:131   CH1:146   CH2:149   CH3:150   CH4:000   CH5:054   CH6:002   CH7:046  
CH0:131   CH1:146   CH2:149   CH3:150   CH4:000   CH5:054   CH6:002   CH7:046  
CH0:131   CH1:146   CH2:149   CH3:150   CH4:000   CH5:054   CH6:002   CH7:046  
CH0:131   CH1:146   CH2:149   CH3:150   CH4:000   CH5:054   CH6:002   CH7:046  
CH0:131   CH1:146   CH2:149   CH3:150   CH4:000   CH5:054   CH6:002   CH7:046  
CH0:131   CH1:146   CH2:149   CH3:150   CH4:000   CH5:054   CH6:002   CH7:046  
CH0:131   CH1:146   CH2:149   CH3:150   CH4:000   CH5:054   CH6:002   CH7:046  
CH0:131   CH1:146   CH2:149   CH3:150   CH4:000   CH5:054   CH6:002   CH7:046  
CH0:131   CH1:146   CH2:149   CH3:150   CH4:000   CH5:054   CH6:002   CH7:046  
CH0:131   CH1:146   CH2:149   CH3:150   CH4:000   CH5:054   CH6:002   CH7:046  
CH0:131   CH1:146   CH2:149   CH3:150   CH4:000   CH5:054   CH6:002   CH7:046  
CH0:131   CH1:146   CH2:149   CH3:150   CH4:000   CH5:054   CH6:002   CH7:046  
CH0:131   CH1:146   CH2:149   CH3:150   CH4:000   CH5:054   CH6:002   CH7:046  
CH0:131   CH1:146   CH2:149   CH3:150   CH4:000   CH5:054   CH6:002   CH7:046  
CH0:131   CH1:146   CH2:149   CH3:150   CH4:000   CH5:054   CH6:002   CH7:046  
CH0:131   CH1:146   CH2:149   CH3:150   CH4:000   CH5:054   CH6:002   CH7:046  
